Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2020-06-22T18:00:00Z,MA,302.122591006,775,Market,Filled,234145.00802965,Warning: No quote information available at 06/22/2020 14:00:00 America/New_York, order filled using TradeBar data 
2020-06-23T14:00:00Z,FB,242.01,-943,Market,Filled,-228215.43,take-profit - Warning: No quote information available at 06/23/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-06-23T14:00:00Z,CRM,192.1,-1216,Market,Filled,-233593.6,take-profit - Warning: No quote information available at 06/23/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-06-23T14:00:00Z,ATVI,76.479698275,3099,Market,Filled,237010.58495422,Warning: No quote information available at 06/23/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-06-23T14:00:00Z,CRWD,105.72,-2296,Market,Filled,-242733.12,take-profit - Warning: No quote information available at 06/23/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-06-23T15:00:00Z,AMZN,2761.79,-85,Market,Filled,-234752.15,take-profit - Warning: No quote information available at 06/23/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-06-23T15:00:00Z,DDOG,91.82,-2615,Market,Filled,-240109.3,take-profit - Warning: No quote information available at 06/23/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-06-23T16:00:00Z,UNH,290.128621776,827,Market,Filled,239936.37020875,Warning: No quote information available at 06/23/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-06-24T14:00:00Z,AMD,53.54,-4264,Market,Filled,-228294.56,stop-loss - Warning: No quote information available at 06/24/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-06-24T14:00:00Z,ZM,251.51,-951,Market,Filled,-239186.01,take-profit - Warning: No quote information available at 06/24/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-06-24T15:00:00Z,UNH,283.109064231,-827,Market,Filled,-234131.19611904,stop-loss - Warning: No quote information available at 06/24/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-06-24T16:00:00Z,ATVI,74.549046165,-3099,Market,Filled,-231027.49406533,stop-loss - Warning: No quote information available at 06/24/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-06-24T16:00:00Z,PYPL,165.38,-1375,Market,Filled,-227397.5,stop-loss - Warning: No quote information available at 06/24/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-06-24T16:00:00Z,MA,292.909233487,-775,Market,Filled,-227004.65595243,stop-loss - Warning: No quote information available at 06/24/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-06-25T15:00:00Z,CRWD,106.895,2179,Market,Filled,232924.205,Warning: No quote information available at 06/25/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-06-25T16:00:00Z,ZM,259.63,898,Market,Filled,233147.74,Warning: No quote information available at 06/25/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-06-25T17:00:00Z,DDOG,91.09,2564,Market,Filled,233554.76,Warning: No quote information available at 06/25/2020 13:00:00 America/New_York, order filled using TradeBar data 
2020-06-25T17:00:00Z,PYPL,171.13,1364,Market,Filled,233421.32,Warning: No quote information available at 06/25/2020 13:00:00 America/New_York, order filled using TradeBar data 
2020-06-25T18:00:00Z,UNH,287.988393042,809,Market,Filled,232982.60997098,Warning: No quote information available at 06/25/2020 14:00:00 America/New_York, order filled using TradeBar data 
2020-06-25T20:00:00Z,EBAY,50.152853261,4810,Market On Open,Filled,241235.22418541, 
2020-06-26T14:00:00Z,AMZN,2765.57,83,Market,Filled,229542.31,Warning: No quote information available at 06/26/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-06-26T14:00:00Z,CRWD,101.51,-2179,Market,Filled,-221190.29,stop-loss - Warning: No quote information available at 06/26/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-06-26T14:00:00Z,EBAY,49.8916918125,-4810,Market,Filled,-239979.03761813,take-profit - Warning: No quote information available at 06/26/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-06-26T15:00:00Z,DDOG,86.43,-2564,Market,Filled,-221606.52,stop-loss - Warning: No quote information available at 06/26/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-06-26T15:00:00Z,NVDA,91.691582277,-2497,Market,Filled,-228953.88094567,stop-loss - Warning: No quote information available at 06/26/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-06-26T17:00:00Z,NFLX,453.33,-503,Market,Filled,-228024.99,stop-loss - Warning: No quote information available at 06/26/2020 13:00:00 America/New_York, order filled using TradeBar data 
2020-06-26T17:00:00Z,IAU,33.75,6795,Market,Filled,229331.25,Warning: No quote information available at 06/26/2020 13:00:00 America/New_York, order filled using TradeBar data 
2020-06-26T19:00:00Z,AMZN,2720.23,-83,Market,Filled,-225779.09,stop-loss - Warning: No quote information available at 06/26/2020 15:00:00 America/New_York, order filled using TradeBar data 
2020-06-29T14:00:00Z,MSFT,192.642368352,-1186,Market,Filled,-228473.84886547,stop-loss - Warning: No quote information available at 06/29/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-06-29T14:00:00Z,TLSA,2.816,80429,Market,Filled,226488.064,Warning: No quote information available at 06/29/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-06-29T14:00:00Z,ZM,248.68,-898,Market,Filled,-223314.64,stop-loss - Warning: No quote information available at 06/29/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-06-30T15:00:00Z,AMZN,2726,82,Market,Filled,223532,Warning: No quote information available at 06/30/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-06-30T15:00:00Z,ZM,252.25,896,Market,Filled,226016,Warning: No quote information available at 06/30/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-06-30T16:00:00Z,EBAY,51.73953225,4375,Market,Filled,226360.45359375,Warning: No quote information available at 06/30/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-07-01T14:00:00Z,PFE,30.652050506351,7429,Market,Filled,227714.08321168,Warning: No quote information available at 07/01/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-01T14:00:00Z,TLSA,2.532,-80429,Market,Filled,-203646.228,stop-loss - Warning: No quote information available at 07/01/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-01T15:00:00Z,SE,113.88,2015,Market,Filled,229468.2,Warning: No quote information available at 07/01/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-01T16:00:00Z,SQ,112.65,-2251,Market,Filled,-253575.15,take-profit - Warning: No quote information available at 07/01/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-07-01T17:00:00Z,AMZN,2843.34,-82,Market,Filled,-233153.88,take-profit - Warning: No quote information available at 07/01/2020 13:00:00 America/New_York, order filled using TradeBar data 
2020-07-01T17:00:00Z,MDB,228.43,-1084,Market,Filled,-247618.12,take-profit - Warning: No quote information available at 07/01/2020 13:00:00 America/New_York, order filled using TradeBar data 
2020-07-01T20:00:00Z,TLSA,2.688,86333,Market On Open,Filled,232063.104, 
2020-07-02T14:00:00Z,EEM,40.935917012,-5854,Market,Filled,-239638.85818825,take-profit - Warning: No quote information available at 07/02/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-02T14:00:00Z,PYPL,178.01,-1364,Market,Filled,-242805.64,take-profit - Warning: No quote information available at 07/02/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-02T15:00:00Z,EBAY,53.395197282,-4375,Market,Filled,-233603.98810875,take-profit - Warning: No quote information available at 07/02/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-06T14:00:00Z,JPM,92.325420585,2558,Market,Filled,236168.42585643,Warning: No quote information available at 07/06/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-06T14:00:00Z,SE,122.2,-2015,Market,Filled,-246233,take-profit - Warning: No quote information available at 07/06/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-06T14:00:00Z,ZM,269.58,-896,Market,Filled,-241543.68,take-profit - Warning: No quote information available at 07/06/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-06T14:00:00Z,MDY,325.89298387,724,Market,Filled,235946.52032188,Warning: No quote information available at 07/06/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-06T15:00:00Z,ATVI,78.97760384,2987,Market,Filled,235906.10267008,Warning: No quote information available at 07/06/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-06T15:00:00Z,SE,121.91,1935,Market,Filled,235895.85,Warning: No quote information available at 07/06/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-06T15:00:00Z,NVDA,98.5698240995,2393,Market,Filled,235877.5890701,Warning: No quote information available at 07/06/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-06T15:00:00Z,TWTR,32.58,7242,Market,Filled,235944.36,Warning: No quote information available at 07/06/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-06T15:00:00Z,SQ,127.66,1848,Market,Filled,235915.68,Warning: No quote information available at 07/06/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-06T16:00:00Z,AMZN,3019.8,77,Market,Filled,232524.6,Warning: No quote information available at 07/06/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-07-06T17:00:00Z,AMD,53.46,4378,Market,Filled,234047.88,Warning: No quote information available at 07/06/2020 13:00:00 America/New_York, order filled using TradeBar data 
2020-07-06T18:00:00Z,MSFT,208.349917783,1117,Market,Filled,232726.85816361,Warning: No quote information available at 07/06/2020 14:00:00 America/New_York, order filled using TradeBar data 
2020-07-06T18:00:00Z,SE,114.74,-1935,Market,Filled,-222021.9,stop-loss - Warning: No quote information available at 07/06/2020 14:00:00 America/New_York, order filled using TradeBar data 
2020-07-06T18:00:00Z,SQ,120.59,-1848,Market,Filled,-222850.32,stop-loss - Warning: No quote information available at 07/06/2020 14:00:00 America/New_York, order filled using TradeBar data 
2020-07-07T14:00:00Z,FB,243.42,963,Market,Filled,234413.46,Warning: No quote information available at 07/07/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-07T14:00:00Z,TLSA,2.918,-86333,Market,Filled,-251919.694,take-profit - Warning: No quote information available at 07/07/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-07T14:00:00Z,MDY,319.23405352,-724,Market,Filled,-231125.45474848,stop-loss - Warning: No quote information available at 07/07/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-07T15:00:00Z,IAU,34.26,-6795,Market,Filled,-232796.7,take-profit - Warning: No quote information available at 07/07/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-07T16:00:00Z,SQ,127.35,1854,Market,Filled,236106.9,Warning: No quote information available at 07/07/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-07-07T17:00:00Z,MDB,228.1,1033,Market,Filled,235627.3,Warning: No quote information available at 07/07/2020 13:00:00 America/New_York, order filled using TradeBar data 
2020-07-07T19:00:00Z,JPM,89.5590612215,-2558,Market,Filled,-229092.0786046,stop-loss - Warning: No quote information available at 07/07/2020 15:00:00 America/New_York, order filled using TradeBar data 
2020-07-08T14:00:00Z,PYPL,179.86,1305,Market,Filled,234717.3,Warning: No quote information available at 07/08/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-08T15:00:00Z,DDOG,94.96,2503,Market,Filled,237684.88,Warning: No quote information available at 07/08/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-08T15:00:00Z,SE,125.93,1887,Market,Filled,237629.91,Warning: No quote information available at 07/08/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-08T15:00:00Z,ZM,265.95,893,Market,Filled,237493.35,Warning: No quote information available at 07/08/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-08T15:00:00Z,TWTR,35.82,-7242,Market,Filled,-259408.44,take-profit - Warning: No quote information available at 07/08/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-08T16:00:00Z,CRWD,110.8,2135,Market,Filled,236558,Warning: No quote information available at 07/08/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-07-08T20:00:00Z,NFLX,508.71,477,Market On Open,Filled,242654.67, 
2020-07-08T20:00:00Z,EEM,43.26159742,5598,Market On Open,Filled,242178.42235716, 
2020-07-09T14:00:00Z,NVDA,104.1822696955,-2393,Market,Filled,-249308.17138133,take-profit - Warning: No quote information available at 07/09/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-09T14:00:00Z,EBAY,59.446258768,4093,Market,Filled,243313.53713742,Warning: No quote information available at 07/09/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-09T15:00:00Z,AMD,54.89,-4378,Market,Filled,-240308.42,take-profit - Warning: No quote information available at 07/09/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-09T18:00:00Z,GOOGL,1512.45,158,Market,Filled,238967.1,Warning: No quote information available at 07/09/2020 14:00:00 America/New_York, order filled using TradeBar data 
2020-07-09T19:00:00Z,AMZN,3177.62,-77,Market,Filled,-244676.74,take-profit - Warning: No quote information available at 07/09/2020 15:00:00 America/New_York, order filled using TradeBar data 
2020-07-09T19:00:00Z,CRWD,118.2,-2135,Market,Filled,-252357,take-profit - Warning: No quote information available at 07/09/2020 15:00:00 America/New_York, order filled using TradeBar data 
2020-07-10T14:00:00Z,NFLX,518.13,-477,Market,Filled,-247148.01,take-profit - Warning: No quote information available at 07/10/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-10T14:00:00Z,EEM,42.483085758,-5598,Market,Filled,-237820.31407328,stop-loss - Warning: No quote information available at 07/10/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-10T14:00:00Z,EBAY,57.741317991,-4093,Market,Filled,-236335.21453716,stop-loss - Warning: No quote information available at 07/10/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-10T16:00:00Z,SE,119.13,-1887,Market,Filled,-224798.31,stop-loss - Warning: No quote information available at 07/10/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-07-10T20:00:00Z,CRM,200,1210,Market On Open,Filled,242000, 
2020-07-13T14:00:00Z,AMZN,3276.3,73,Market,Filled,239169.9,Warning: No quote information available at 07/13/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-13T14:00:00Z,IAU,34.558,7007,Market,Filled,242147.906,Warning: No quote information available at 07/13/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-13T14:00:00Z,CME,160.429266492,1509,Market,Filled,242087.76313643,Warning: No quote information available at 07/13/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-13T15:00:00Z,GOOGL,1571.51,-158,Market,Filled,-248298.58,take-profit - Warning: No quote information available at 07/13/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-13T15:00:00Z,EEM,43.202469952,5624,Market,Filled,242970.69101005,Warning: No quote information available at 07/13/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-13T15:00:00Z,EBAY,59.939016218,4053,Market,Filled,242932.83273155,Warning: No quote information available at 07/13/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-13T16:00:00Z,SE,121.59,1995,Market,Filled,242572.05,Warning: No quote information available at 07/13/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-07-13T17:00:00Z,ZM,276.72,-893,Market,Filled,-247110.96,take-profit - Warning: No quote information available at 07/13/2020 13:00:00 America/New_York, order filled using TradeBar data 
2020-07-13T18:00:00Z,CRM,195.13,-1210,Market,Filled,-236107.3,stop-loss - Warning: No quote information available at 07/13/2020 14:00:00 America/New_York, order filled using TradeBar data 
2020-07-13T18:00:00Z,MDB,217.92,-1033,Market,Filled,-225111.36,stop-loss - Warning: No quote information available at 07/13/2020 14:00:00 America/New_York, order filled using TradeBar data 
2020-07-13T19:00:00Z,DDOG,89.95,-2503,Market,Filled,-225144.85,stop-loss - Warning: No quote information available at 07/13/2020 15:00:00 America/New_York, order filled using TradeBar data 
2020-07-13T20:00:00Z,MSFT,203.6346874,-1117,Market On Open,Filled,-227459.9458258,stop-loss 
2020-07-13T20:00:00Z,AMZN,3089,-73,Market On Open,Filled,-225497,stop-loss 
2020-07-13T20:00:00Z,SE,111.15,-1995,Market On Open,Filled,-221744.25,stop-loss 
2020-07-13T20:00:00Z,EEM,41.842538188,-5624,Market On Open,Filled,-235322.43476931,stop-loss 
2020-07-13T20:00:00Z,PYPL,169,-1305,Market On Open,Filled,-220545,stop-loss 
2020-07-13T20:00:00Z,EBAY,56.795223687,-4053,Market On Open,Filled,-230191.04160341,stop-loss 
2020-07-13T20:00:00Z,SQ,118.59,-1854,Market On Open,Filled,-219865.86,stop-loss 
2020-07-14T14:00:00Z,FB,236.13,-963,Market,Filled,-227393.19,stop-loss - Warning: No quote information available at 07/14/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-14T14:00:00Z,ATVI,76.58916824,-2987,Market,Filled,-228771.84553288,stop-loss - Warning: No quote information available at 07/14/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-14T19:00:00Z,UNH,303.195798129,-809,Market,Filled,-245285.40068636,take-profit - Warning: No quote information available at 07/14/2020 15:00:00 America/New_York, order filled using TradeBar data 
2020-07-14T20:00:00Z,MA,301.550751,769,Market On Open,Filled,231892.527519, 
2020-07-15T14:00:00Z,PFE,32.232053109771,-7429,Market,Filled,-239451.92255249,take-profit - Warning: No quote information available at 07/15/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-15T14:00:00Z,MDY,327.648968466,700,Market,Filled,229354.2779262,Warning: No quote information available at 07/15/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-15T14:00:00Z,TWTR,35.23,6517,Market,Filled,229593.91,Warning: No quote information available at 07/15/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-15T15:00:00Z,FB,242.17,948,Market,Filled,229577.16,Warning: No quote information available at 07/15/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-15T15:00:00Z,EEM,42.660468162,5385,Market,Filled,229726.62105237,Warning: No quote information available at 07/15/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-15T15:00:00Z,NVDA,102.9489297825,2231,Market,Filled,229679.06234476,Warning: No quote information available at 07/15/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-16T14:00:00Z,EEM,41.763701564,-5385,Market,Filled,-224897.53292214,stop-loss - Warning: No quote information available at 07/16/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-16T15:00:00Z,JPM,98.101228887,2319,Market,Filled,227496.74978895,Warning: No quote information available at 07/16/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-16T18:00:00Z,IAU,34.31,-7007,Market,Filled,-240410.17,stop-loss - Warning: No quote information available at 07/16/2020 14:00:00 America/New_York, order filled using TradeBar data 
2020-07-16T20:00:00Z,TLSA,4.088,56947,Market On Open,Filled,232799.336, 
2020-07-17T14:00:00Z,UNH,301.831156872,758,Market,Filled,228788.01690898,Warning: No quote information available at 07/17/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-17T15:00:00Z,PFE,32.719596770255,6984,Market,Filled,228513.66384346,Warning: No quote information available at 07/17/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-17T17:00:00Z,IAU,34.51,6600,Market,Filled,227766,Warning: No quote information available at 07/17/2020 13:00:00 America/New_York, order filled using TradeBar data 
2020-07-17T19:00:00Z,JPM,95.77729255,-2319,Market,Filled,-222107.54142345,stop-loss - Warning: No quote information available at 07/17/2020 15:00:00 America/New_York, order filled using TradeBar data 
2020-07-20T14:00:00Z,PFE,33.369654984234,-6984,Market,Filled,-233053.67040989,take-profit - Warning: No quote information available at 07/20/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-20T14:00:00Z,ATVI,79.325917365,2939,Market,Filled,233138.87113574,Warning: No quote information available at 07/20/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-20T15:00:00Z,TLSA,4.872,-56947,Market,Filled,-277445.784,take-profit - Warning: No quote information available at 07/20/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-20T18:00:00Z,MA,313.23459858,-769,Market,Filled,-240877.40630802,take-profit - Warning: No quote information available at 07/20/2020 14:00:00 America/New_York, order filled using TradeBar data 
2020-07-21T14:00:00Z,IAU,35.12,-6600,Market,Filled,-231792,take-profit - Warning: No quote information available at 07/21/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-21T14:00:00Z,TWTR,37.605,-6517,Market,Filled,-245071.785,take-profit - Warning: No quote information available at 07/21/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-22T14:00:00Z,PFE,34.218342096928,6922,Market,Filled,236859.36399493,Warning: No quote information available at 07/22/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-22T15:00:00Z,AMD,60.94,3876,Market,Filled,236203.44,Warning: No quote information available at 07/22/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-23T14:00:00Z,CRM,193.825,1233,Market,Filled,238986.225,Warning: No quote information available at 07/23/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-23T14:00:00Z,PYPL,179.78,1329,Market,Filled,238927.62,Warning: No quote information available at 07/23/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-23T14:00:00Z,MA,315.31460211,758,Market,Filled,239008.46839938,Warning: No quote information available at 07/23/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-23T14:00:00Z,CME,164.583866856,-1509,Market,Filled,-248357.0550857,take-profit - Warning: No quote information available at 07/23/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-23T15:00:00Z,ATVI,81.76411204,-2939,Market,Filled,-240304.72528556,take-profit - Warning: No quote information available at 07/23/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-23T15:00:00Z,TWTR,39.13,6091,Market,Filled,238340.83,Warning: No quote information available at 07/23/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-23T15:00:00Z,CME,164.892329064,1445,Market,Filled,238269.41549748,Warning: No quote information available at 07/23/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-23T16:00:00Z,ATVI,81.6596179825,2923,Market,Filled,238691.06336285,Warning: No quote information available at 07/23/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-07-23T18:00:00Z,FB,233.51,-948,Market,Filled,-221367.48,stop-loss - Warning: No quote information available at 07/23/2020 14:00:00 America/New_York, order filled using TradeBar data 
2020-07-23T18:00:00Z,CRM,189.63,-1233,Market,Filled,-233813.79,stop-loss - Warning: No quote information available at 07/23/2020 14:00:00 America/New_York, order filled using TradeBar data 
2020-07-23T18:00:00Z,ATVI,79.95288171,-2923,Market,Filled,-233702.27323833,stop-loss - Warning: No quote information available at 07/23/2020 14:00:00 America/New_York, order filled using TradeBar data 
2020-07-23T18:00:00Z,PYPL,173.94,-1329,Market,Filled,-231166.26,stop-loss - Warning: No quote information available at 07/23/2020 14:00:00 America/New_York, order filled using TradeBar data 
2020-07-23T18:00:00Z,MA,309.65181738,-758,Market,Filled,-234716.07757404,stop-loss - Warning: No quote information available at 07/23/2020 14:00:00 America/New_York, order filled using TradeBar data 
2020-07-23T20:00:00Z,JPM,96.84688668,2419,Market On Open,Filled,234272.61887892, 
2020-07-24T14:00:00Z,AMD,65.94,-3876,Market,Filled,-255583.44,take-profit - Warning: No quote information available at 07/24/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-24T15:00:00Z,AMD,66.91,3501,Market,Filled,234251.91,Warning: No quote information available at 07/24/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-24T15:00:00Z,UNH,295.714815123,-758,Market,Filled,-224151.82986323,stop-loss - Warning: No quote information available at 07/24/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-24T16:00:00Z,CME,162.058332528,-1445,Market,Filled,-234174.29050296,stop-loss - Warning: No quote information available at 07/24/2020 12:00:00 America/New_York, order filled using TradeBar data 
2020-07-24T17:00:00Z,TWTR,37.32,-6091,Market,Filled,-227316.12,stop-loss - Warning: No quote information available at 07/24/2020 13:00:00 America/New_York, order filled using TradeBar data 
2020-07-27T14:00:00Z,CRM,190.5,1232,Market,Filled,234696,Warning: No quote information available at 07/27/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-27T14:00:00Z,JPM,94.3187551,-2419,Market,Filled,-228157.0685869,stop-loss - Warning: No quote information available at 07/27/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-27T14:00:00Z,ATVI,80.8087378,2905,Market,Filled,234749.383309,Warning: No quote information available at 07/27/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-27T14:00:00Z,SQ,125.37,1872,Market,Filled,234692.64,Warning: No quote information available at 07/27/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-27T15:00:00Z,IAU,37.11,6313,Market,Filled,234275.43,Warning: No quote information available at 07/27/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-29T14:00:00Z,AMD,75.35,-3501,Market,Filled,-263800.35,take-profit - Warning: No quote information available at 07/29/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-29T15:00:00Z,AMD,76.31,3124,Market,Filled,238392.44,Warning: No quote information available at 07/29/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-29T15:00:00Z,PYPL,181.21,1315,Market,Filled,238291.15,Warning: No quote information available at 07/29/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-07-29T18:00:00Z,EEM,43.389706934,5510,Market,Filled,239077.28520634,Warning: No quote information available at 07/29/2020 14:00:00 America/New_York, order filled using TradeBar data 
2020-07-29T19:00:00Z,GOOGL,1523.65,157,Market,Filled,239213.05,Warning: No quote information available at 07/29/2020 15:00:00 America/New_York, order filled using TradeBar data 
2020-07-30T14:00:00Z,GOOGL,1500.5,-157,Market,Filled,-235578.5,stop-loss - Warning: No quote information available at 07/30/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-30T14:00:00Z,TLSA,4.504,52748,Market,Filled,237576.992,Warning: No quote information available at 07/30/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-30T14:00:00Z,DDOG,91.11,2607,Market,Filled,237523.77,Warning: No quote information available at 07/30/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-30T14:00:00Z,EEM,42.788577676,-5510,Market,Filled,-235765.06299476,stop-loss - Warning: No quote information available at 07/30/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-30T14:00:00Z,PYPL,191.58,-1315,Market,Filled,-251927.7,take-profit - Warning: No quote information available at 07/30/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-30T17:00:00Z,TLSA,5.628,-52748,Market,Filled,-296865.744,take-profit - Warning: No quote information available at 07/30/2020 13:00:00 America/New_York, order filled using TradeBar data 
2020-07-30T19:00:00Z,MSFT,201.55879981,1225,Market,Filled,246909.52976725,Warning: No quote information available at 07/30/2020 15:00:00 America/New_York, order filled using TradeBar data 
2020-07-31T14:00:00Z,SE,123.3,2006,Market,Filled,247339.8,Warning: No quote information available at 07/31/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-07-31T15:00:00Z,MSFT,198.553705394,-1225,Market,Filled,-243228.28910765,stop-loss - Warning: No quote information available at 07/31/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-08-03T14:00:00Z,CRM,199.095,-1232,Market,Filled,-245285.04,take-profit - Warning: No quote information available at 08/03/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-08-03T14:00:00Z,SE,131.14,-2006,Market,Filled,-263066.84,take-profit - Warning: No quote information available at 08/03/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-08-03T15:00:00Z,CRWD,114.92,2190,Market,Filled,251674.8,Warning: No quote information available at 08/03/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-08-03T17:00:00Z,SQ,135.67,-1872,Market,Filled,-253974.24,take-profit - Warning: No quote information available at 08/03/2020 13:00:00 America/New_York, order filled using TradeBar data 
